Company-Name,Founded in,Ownership,India Employee count,Global Employee count,Headquarters,Office Locations,CEO,Founders,Type of Company,Nature of Business,Company Email ID,Company Contact no.,Social Media Presence,Website,Details,Reviews,Salaries,Interviews,Jobs,Benefits
MSCI,1969 (54 yrs old),Public,1k-5k,1k-5k,"New York City,New York, United States",,Henry A. Fernandez,,Foreign MNC,B2B,,,https://twitter.com/MSCI_Inc|https://www.youtube.com/user/mscichannel,https://www.msci.com/,Financial Services | 1k-5k Employees | Public | 54 years old | New York City +8 more,195,2.6k,16,64,25
Mindfire Solutions,1999 (24 yrs old),Private,501-1k,1k-5k,"Bhubaneswar, Odisha, India","Bhubaneswar, Odisha, India",,,Indian MNC,Service|B2B,,,https://www.facebook.com/MindfireSolutions|https://www.linkedin.com/company/mindfire-solutions|https://twitter.com/mindfires,http://www.mindfiresolutions.com,Software Product | 501-1k Employees | 24 years old | Bhubaneswar +4 more,195,1.5k,17,13,37
Popular Vehicles and Services,1939 (84 yrs old),Private,1k-5k,5k-10k,"Ernakulam, Kerala, India","Ernakulam, Kerala, India",,,Corporate,B2C,,,https://www.linkedin.com/company/popular-vehicles-&-services-pvt-ltd|https://twitter.com/popularmaruti,https://www.popularmaruti.com/,Automobile | 1k-5k Employees | 84 years old | Ernakulam +19 more,195,1.2k,5,3,24
Compunnel,1994 (29 yrs old),Private,501-1k,,"Plainsboro Township, New Jersey, United States (USA)",,,,Foreign MNC,Product|Service|B2B,,,,https://www.compunnel.com/,IT Services & Consulting | 501-1k Employees | 29 years old | Plainsboro Township +13 more,195,1.6k,10,44,21
Samarth LifeSciences,1963 (60 yrs old),Private,501-1k,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C,,,,https://samarthlife.com/about-us,Pharma | 501-1k Employees | 60 years old | Mumbai +32 more,195,905,15,2,18
Freecharge,2010 (13 yrs old),Private,501-1k,501-1k,"Gurgaon,Haryana, India",Bengaluru/Bangalore|Gurgaon/Gurugram,,,Corporate,Product|B2C,,,https://www.facebook.com/freecharge|https://www.linkedin.com/company/freecharge-in|https://twitter.com/freecharge|https://www.youtube.com/channel/uc1isc-qhduykb5rcofvic9g,https://www.freecharge.in/,FinTech | 501-1k Employees | Conglomerate | 13 years old | Gurgaon +21 more,195,1.9k,20,53,18
Plada Infotech Services,2010 (13 yrs old),Private,11-50,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,Service|B2B,,,,http://pladainfotech.com/,IT Services & Consulting | 11-50 Employees | 13 years old | Mumbai +37 more,195,685,5,14,13
MSP Steel & Power,1930 (93 yrs old),Public,1k-5k,1k-5k,"Kolkata, West Bengal, India","Kolkata, West Bengal, India",,,Corporate,B2B,,,,https://www.mspsteel.com,Iron & Steel | 1k-5k Employees | Public | 93 years old | Kolkata +9 more,195,973,18,17,19
AYN InfoTech,2009 (14 yrs old),Public,51-200,501-1k,"Bengaluru/Bangalore, Karnataka, India",,,,Corporate,Product|B2B,info@ayninfotech.com,9923599971.0,https://www.linkedin.com/company/ayninfotech/|https://twitter.com/ayninfotech,https://www.ayninfotech.com,IT Services & Consulting | 51-200 Employees | Public | 14 years old | Bengaluru/Bangalore +12 more,195,242,--,14,48
Anand Rathi: Online Stock Trading & Advisory,1994 (29 yrs old),Private,1k-5k,1k-5k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2B,,,https://www.linkedin.com/company/anand-rathi-securities,https://www.rathi.com/,Financial Services | 1k-5k Employees | 29 years old | Mumbai +34 more,195,2k,9,50,27
Maxicus,2003 (20 yrs old),,5k-10k,,"Gurgaon,Haryana, India",,,,,,,,https://www.linkedin.com/company/maxicus/|https://twitter.com/maxicusofficial,https://maxicus.com/,51-200 Employees | 20 years old | Gurgaon +6 more,195,323,17,2,81
PrimeXBT,2018 (5 yrs old),,11-50,201-500,,,,,,,,,,https://primexbt.com/,FinTech | 11-50 Employees | 5 years old | London +5 more,195,8,--,--,14
The KCP,1941 (82 yrs old),Public,1k-5k,1k-5k,"Chennai, Tamil Nadu, India",Chennai,,,Indian MNC,B2C,,,,http://kcp.co.in/,Building Material | 1k-5k Employees | Public | 82 years old | Chennai +15 more,194,976,11,1,31
Jain University,2009 (14 yrs old),Private,1k-5k,,"Bangalore, India","Bangalore, India",,,,,,,https://www.facebook.com/jainuniversity.org/|https://twitter.com/university_jain,http://www.jainuniversity.ac.in,Education & Training | 1k-5k Employees | 14 years old | Bangalore +7 more,194,870,18,--,27
Indo German Tool Room,1995 (28 yrs old),Private,51-200,201-500,"Ahmedabad, Gujarat, India",Ahmedabad|Aurangabad,,,Govt/PSU,B2C,,,https://www.facebook.com/Indogermantoolroomaurangabad/|https://twitter.com/IgtrAurangabad,https://www.igtrahd.com/,Government | 51-200 Employees | 28 years old | Ahmedabad +13 more,194,707,6,--,18
Mitsui O.S.K. Lines,1884 (139 yrs old),Private,51-200,5k-10k,"Toranomon, Tokyo, Japan",,,,Foreign MNC,B2C|B2B,,,,https://www.mol.co.jp/en/,Ports & Shipping | 51-200 Employees | Forbes Global 2000 | 139 years old | Toranomon +9 more,194,1.3k,2,5,33
Satguru Travels and Tour Services,1989 (34 yrs old),Private,201-500,5k-10k,"Dubai, UnitedArabEmirates",Ajmer|Pune,Mr. ANIL CHANDIRANI,,Corporate,Service|R&D/Development Center|B2C,info@satgurutravel.com,45561050.0,https://www.facebook.com/satguru.toursandtravels|https://www.linkedin.com/company/satguru-travel-and-tourism-services|https://twitter.com/ToursSatguru|https://www.youtube.com/satgurutravelleisure|https://www.instagram.com/satgurutravels/?hl=en,https://satgurutravel.com/,Travel & Tourism | 201-500 Employees | 34 years old | Dubai +27 more,194,970,13,--,30
Polyplex,1984 (39 yrs old),Public,501-1k,1k-5k,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Indian MNC,B2B,,,https://www.linkedin.com/company/polyplex,https://www.polyplex.com/,Packaging | 501-1k Employees | Public | 39 years old | Noida +11 more,194,923,5,6,37
Kangaro Industries,1994 (29 yrs old),Private,1k-5k,1k-5k,"Ludhiana, Punjab, India","Ludhiana, Punjab, India",,,Corporate,B2B,,,https://www.linkedin.com/company/kangaro-group-of-industries|https://twitter.com/KangaroKanin,https://kangarokgoc.com/,Retail | 1k-5k Employees | 29 years old | Ludhiana +16 more,194,996,12,1,18
Gold's Gym,1965 (58 yrs old),Private,1-10,5k-10k,"Dallas, Texas, United States (USA)",,,,Foreign MNC,B2C,,,https://www.facebook.com/goldsgym|https://twitter.com/GoldsGym,http://www.goldsgym.com,Fitness & Wellness | 1-10 Employees | 58 years old | Dallas +48 more,194,755,7,9,27
SHV Energy,1996 (27 yrs old),Private,201-500,50k-1 Lakh,"Hoofddorp, Netherlands",,,,Foreign MNC,B2B,,,http://www.facebook.com/supergasind,https://www.shvenergy.com/,Oil & Gas | 201-500 Employees | 27 years old | Hoofddorp +25 more,194,1.1k,10,12,30
Sistema Shyam Teleservices,1995 (28 yrs old),Private,1k-5k,,"Gurugram, India","Gurugram, India",,,,,,,,http://www.mtsindia.in/,Telecom | 1k-5k Employees | 28 years old | Gurugram +42 more,194,329,--,2,31
AISECT,1985 (38 yrs old),Private,5k-10k,,"Bhopal, Madhya Pradesh, India","Bhopal, Madhya Pradesh, India",,,Corporate,B2C,,,https://twitter.com/aisectindia,https://www.aisect.org/,Education & Training | 5k-10k Employees | 38 years old | Bhopal +45 more,194,778,5,--,21
IMC,1935 (88 yrs old),Private,501-1k,,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2C,,,https://www.linkedin.com/company/imc-ltd,https://www.imc.net.in/,Ports & Shipping | 501-1k Employees | 88 years old | Chennai +34 more,194,1.3k,12,5,24
Hyundai Heavy Industries,1972 (51 yrs old),Public,201-500,10k-50k,"Ulsan, South Korea",,,,Foreign MNC,B2B,,,,http://www.hdhyundai.co.kr,201-500 Employees | Public | 51 years old | Ulsan +20 more,194,468,6,--,28
Prabhat Dairy,1998 (25 yrs old),Public,201-500,501-1k,"Rahata, India",,,,,B2C|B2B,,,https://www.linkedin.com/company/prabhat-dairy-ltd|https://twitter.com/prabhat_dairy,http://www.prabhatdairy.in/,FMCG | 201-500 Employees | Public | 25 years old | Rahata +22 more,194,993,8,--,29
Cyber Infrastructure,2003 (20 yrs old),Private,501-1k,1k-5k,"San Jose, California, United States (USA)",,,,Foreign MNC,Service|B2B,,,https://www.linkedin.com/company/cyber-infrastructure-private-limited,http://www.cisin.com,IT Services & Consulting | 501-1k Employees | 20 years old | San Jose +2 more,194,1.2k,16,25,59
Basicfirst Learning,2018 (5 yrs old),Private,51-200,51-200,"Bengaluru/Bangalore, Karnataka, India",Bengaluru/Bangalore,,,,Service|B2C,support@basicfirst.com,7546000055.0,https://www.facebook.com/basicfirstlearning|https://www.linkedin.com/company/13611667|https://twitter.com/basicfirstedu,https://www.basicfirst.com/,EdTech | 51-200 Employees | 5 years old | Bengaluru/Bangalore +25 more,194,342,6,8,75
RWS Group,1956 (67 yrs old),Private,5k-10k,5k-10k,"Chalfont St Peter, United Kingdom (UK)",,Ian El-Mokadem,,Foreign MNC,Service|B2B,,,https://www.facebook.com/TheRWSGroup|https://twitter.com/RWSGroup|https://www.youtube.com/c/rwsgroupplc|https://www.instagram.com/rws.group/,https://www.rws.com/,IT Services & Consulting | 5k-10k Employees | 67 years old | Chalfont St Peter +10 more,194,1.5k,12,7,18
IQ BackOffice,2002 (21 yrs old),Private,201-500,501-1k,"El Segundo, California, United States (USA)",,,,Corporate,Service|B2B,,,,http://www.iqbackoffice.com/,IT Services & Consulting | 201-500 Employees | 21 years old | El Segundo +4 more,193,1.4k,9,--,28
Naandi Foundation,1998 (25 yrs old),Private,201-500,501-1k,"Hyderabad/Secunderabad, Telangana, India","Hyderabad/Secunderabad, Telangana, India",,,Corporate,B2C,,,https://www.linkedin.com/company/naandi-foundation,http://www.naandi.org,Non-Profit | 201-500 Employees | 25 years old | Hyderabad/Secunderabad +43 more,193,539,11,--,31
Vision Express,2008 (15 yrs old),Private,501-1k,,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Indian MNC,B2C,,,https://www.linkedin.com/company/reliance-vision-express-pvt--ltd-,http://www.visionexpress.in,Retail | 501-1k Employees | 15 years old | Bangalore/Bengaluru +33 more,193,602,1,--,24
SirionLabs,2012 (11 yrs old),Private,501-1k,,"Bellevue, Washington, United States (USA)",,Ajay Agrawal,,Startup,Product|B2B,,,,http://www.sirionlabs.com/,IT Services & Consulting | 501-1k Employees | Startup | 11 years old | Bellevue +4 more,193,1.6k,12,23,46
Creamline Dairy Products,1986 (37 yrs old),,501-1k,501-1k,"Hyderabad/Secunderabad, Telangana, India",Chennai,,,Corporate,B2C,,,,http://www.creamlinedairy.com/,Food Processing | 501-1k Employees | 37 years old | Hyderabad/Secunderabad +21 more,193,934,9,--,26
Uniinfo Telecom Services,2010 (13 yrs old),Public,201-500,,"Indore, Madhya Pradesh, India","Indore, Madhya Pradesh, India",,,Corporate,B2B,,,,https://uni-info.co.in/,Telecom | 201-500 Employees | Public | 13 years old | Indore +29 more,193,553,8,7,18
Vyom Labs,2003 (20 yrs old),Private,501-1k,501-1k,"Pune, India","Pune, India",,,,,,,https://www.facebook.com/VyomLabs.Pvt.Ltd|https://www.linkedin.com/company/vyom-labs|https://twitter.com/vyomlabs,https://www.vyomlabs.com/,IT Services & Consulting | 501-1k Employees | 20 years old | Pune +7 more,193,2k,19,7,17
KJS Cement,2012 (11 yrs old),Private,1k-5k,5k-10k,"Satna, Madhya Pradesh, India","Satna, Madhya Pradesh, India",,,Corporate,B2B,,,,http://www.kjscement.com,Building Material | 1k-5k Employees | 11 years old | Satna +26 more,193,1k,12,3,25
Kaleesuwari Refinery,1993 (30 yrs old),Sole Proprietorship,501-1k,,"Chennai, Tamil Nadu, India",Kakinada|Chennai,Saurabh Kumar,,Corporate,B2B,hr@kaleesuwari.com,8925145552.0,https://www.facebook.com/KALEESUWARI|https://www.linkedin.com/company/kaleesuwari/mycompany/|https://twitter.com/kaleesuwari|https://www.youtube.com/user/kaleesuwari|https://www.instagram.com/goldwinnerindia/,http://www.kaleesuwari.com,FMCG | 501-1k Employees | 30 years old | Chennai +37 more,193,982,4,4,11
Paperchase Accountancy,1989 (34 yrs old),Private,1k-5k,1k-5k,"New York, UnitedStates",,,,,,,,,http://www.pchase.com/,1k-5k Employees | 34 years old | New York +3 more,193,1.1k,15,2,16
Uae Exchange & Financial Services,1980 (43 yrs old),Private,501-1k,5k-10k,"Abu Dhabi, UnitedArabEmirates",,,,,,,,,https://www.uaeexchangeindia.com/,FinTech | 501-1k Employees | 43 years old | Abu Dhabi +66 more,193,816,2,--,20
Lobo Staffing Solutions,2003 (20 yrs old),Private,201-500,10k-50k,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2B,,,http://www.facebook.com/pages/Lobo-Staffing-Solutions-Private-Limited/262883967157345,http://www.lobostaffing.com,Recruitment | 201-500 Employees | 20 years old | Mumbai +46 more,193,1.1k,15,13,21
MEDOPHARM,1970 (53 yrs old),Private,1k-5k,1k-5k,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India",,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/medopharm,http://www.medopharm.com/,Pharma | 1k-5k Employees | 53 years old | Chennai +16 more,193,953,7,4,25
Europa Locks,1984 (39 yrs old),Private,51-200,,"Pune, Maharashtra, India",Pune,,,Corporate,Product|B2B,,,https://www.facebook.com/europalocks/|https://www.linkedin.com/company/welmade-locking-systems-pvt-ltd|https://www.twitter.com/europalocksnkey|https://www.youtube.com/channel/ucxsvkkd0sltqq0isfasaguw|https://www.instagram.com/europalocks/,https://europalocks.com/contact-us,Industrial Machinery | 51-200 Employees | 39 years old | Pune +19 more,193,1.1k,7,1,19
Ebix Payment Services,,,1k-5k,,,,,,,,,,,https://ebixcash.com/,Financial Services | 1k-5k Employees | Noida +39 more,193,1.6k,13,15,17
Classplus,2015 (8 yrs old),Private,201-500,201-500,"Noida,Uttar Pradesh, India",Noida,Mukul Rustagi,,Startup,Product|B2C|B2B,,,https://facebook.com/classplusapp|https://linkedin.com/company/classplus|https://twitter.com/classplus_app,https://classplusapp.com,Software Product | 201-500 Employees | Startup | 8 years old | Noida +16 more,193,1.3k,19,63,22
Sterling Talent Solutions,1975 (48 yrs old),Private,1k-5k,1k-5k,"Bothell,Washington, United States",,,,,SaaS,,,https://www.linkedin.com/company/sterling-talent-solutions|https://twitter.com/sterlingts_,http://www.sterlingcheck.com/,Internet | 1k-5k Employees | 48 years old | Bothell +2 more,193,1k,8,2,38
Kyndal India,2002 (21 yrs old),Private,51-200,,"Gurgaon, India","Gurgaon, India",,,,,,,,http://www.kyndalgroup.com/,51-200 Employees | 21 years old | Gurgaon +11 more,193,2.5k,2,2,48
TJSB Sahakari Bank,1972 (51 yrs old),Private,1k-5k,,"Thane, India","Thane, India",,,,,,,https://www.linkedin.com/company/tjsb-sahakari-bank-ltd|https://twitter.com/tjsbonline,http://www.tjsbbank.co.in,Banking | 1k-5k Employees | 51 years old | Thane +25 more,193,980,13,--,22
TresVista,2006 (17 yrs old),Private,1k-5k,1k-5k,"Mumbai, Maharashtra, India",Mumbai,,,Corporate,B2B,accounts@tresvista.com,2261567300.0,https://twitter.com/TresVista?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor|https://www.youtube.com/@tresvista1001,https://www.tresvista.com/,Financial Services | 1k-5k Employees | 17 years old | Mumbai +9 more,192,2k,49,30,13
Tata Green Batteries,2005 (18 yrs old),,,201-500,"Pune, India","Pune, India",,,,,,,,http://www.tatagreenbattery.com,Auto Components | 201-500 Employees (Global) | 18 years old | Pune +31 more,192,562,13,--,13
Modi Mundi Pharma,1990 (33 yrs old),Private,201-500,5k-10k,"Delhi/NCR, Delhi, India",,,,Indian MNC,B2B,,,,http://umeshmodigroup.com/modi-mundi-pharma.html,Pharma | 201-500 Employees | 33 years old | Delhi/NCR +34 more,192,549,8,12,31
Tenon Facility Management,1995 (28 yrs old),,201-500,50k-1 Lakh,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2B,,,,https://www.tenonfm-india.com/,Facility Management Services | 201-500 Employees | 28 years old | Gurgaon/Gurugram +33 more,192,1.1k,10,--,16
Apex CoVantage,1988 (35 yrs old),Private,51-200,1k-5k,"Miami Beach, Florida, United States (USA)",,,,Corporate,Service|B2B,,,https://www.facebook.com/ApexCoVantage/|https://twitter.com/ApexAdvTech,https://apexcovantage.com/,IT Services & Consulting | 51-200 Employees | 35 years old | Miami Beach +7 more,192,1.1k,5,1,15
Edureka,2011 (12 yrs old),Private,501-1k,,"Bangalore,Karnataka, India",Bengaluru/Bangalore,Lovleen Bhatia,,Startup,Product|B2C|B2B,,,https://www.facebook.com/edurekaIN/|http://linkedin.com/company/edureka|https://twitter.com/edurekain,https://www.edureka.co,EdTech | 501-1k Employees | Startup | 12 years old | Bangalore +13 more,192,1.3k,16,37,9
Plasser India,1965 (58 yrs old),Private,501-1k,,"Faridabad, Haryana, India","Faridabad, Haryana, India",,,Corporate,B2B,,,https://www.linkedin.com/company/plasser-india-pvt-ltd,http://www.plasserindia.com,Industrial Machinery | 501-1k Employees | 58 years old | Faridabad +7 more,192,1.3k,14,1,46
Forbes & Company,1765 (258 yrs old),Private,501-1k,,"Mumbai, India",Mumbai,Mike Perlis,,,,,,,http://www.forbes.co.in,Engineering & Construction | 501-1k Employees | Fortune India 500 | 258 years old | Mumbai +16 more,192,1.2k,8,8,24
Muthoot Capital Services,1994 (29 yrs old),Public,1k-5k,1k-5k,"Kochi/Cochin, Kerala, India",,,,Corporate,B2C|B2B,,,https://www.facebook.com/muthootindia|https://www.linkedin.com/company/muthoot-pappachan-group-india|http://twitter.com/muthootindia,http://muthootcap.com,Financial Services | 1k-5k Employees | Public | 29 years old | Kochi/Cochin +62 more,192,791,2,4,14
Meenakshi Polymers,1989 (34 yrs old),Private,501-1k,501-1k,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2C,,,https://www.linkedin.com/company/meenakshipolymerspltd|https://twitter.com/meenakshipolyme,http://meenakshipolymers.com,Auto Components | 501-1k Employees | 34 years old | Gurgaon/Gurugram +17 more,192,1k,9,--,22
NEC Corporation of America,,,11-50,,"Irving, United States Of America",,,,,,,,,http://www.necam.com,IT Services & Consulting | 11-50 Employees | Irving +18 more,192,1.6k,9,17,16
Expert Global Solutions,1999 (24 yrs old),,1k-5k,1k-5k,"Aurangabad, Maharashtra, India",Aurangabad,,,Corporate,B2B,,,,https://expertgs.com/,BPO | 1k-5k Employees | 24 years old | Aurangabad +5 more,192,1.6k,15,6,19
Arabtec Construction,1975 (48 yrs old),Private,201-500,10k-50k,"Dubai, Dubai, United Arab Emirates (UAE)","Dubai, Dubai, United Arab Emirates (UAE)",,,Corporate,B2B,,,,http://www.arabtecuae.com,Engineering & Construction | 201-500 Employees | 48 years old | Dubai +13 more,192,549,3,--,29
BDR Pharmaceuticals International,2002 (21 yrs old),Private,1k-5k,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Indian MNC,B2C|B2B,,,https://www.linkedin.com/company/bdr-pharmaceuticals-intl-pvt-ltd,http://www.bdrpharma.com,Pharma | 1k-5k Employees | 21 years old | Mumbai +15 more,192,1.3k,13,--,31
BARC,1945 (78 yrs old),Public,10k-50k,10k-50k,"Mumbai, Maharashtra, India",Mumbai,,,Govt/PSU,B2B,,,https://www.linkedin.com/company/barc,http://www.barc.gov.in,Defence & Aerospace | 10k-50k Employees | Public | 78 years old | Mumbai +21 more,192,946,39,--,26
Anglo-Eastern Ship Management,1974 (49 yrs old),Private,10k-50k,10k-50k,"Kowloon, Hong Kong",,,,Foreign MNC,B2B,,,,http://www.angloeastern.com/,Ports & Shipping | 10k-50k Employees | 49 years old | Kowloon +12 more,192,622,9,5,22
Rajasthan Patrika,1956 (67 yrs old),Private,1k-5k,1k-5k,"Jaipur, Rajasthan, India","Jaipur, Rajasthan, India",,,Corporate,B2C,,,https://www.facebook.com/patrikahindinews|https://twitter.com/PatrikaNews,http://www.patrika.com,Broadcasting | 1k-5k Employees | 67 years old | Jaipur +38 more,192,1.1k,6,--,18
Balaji Wafers,1984 (39 yrs old),Private,1k-5k,1k-5k,"Rajkot, Gujrat, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/balaji-wafers-pvt-ltd,http://www.balajiwafers.com,Food Processing | 1k-5k Employees | 39 years old | Rajkot +31 more,192,855,12,--,23
Trackon Courier,2002 (21 yrs old),Private,51-200,10k-50k,"Delhi/NCR, Delhi, India",,,,Corporate,B2C|B2B,,,,http://www.trackonexpress.com/,Logistics | 51-200 Employees | 21 years old | Delhi/NCR +48 more,192,881,5,1,15
Policyboss.com,2003 (20 yrs old),Private,1k-5k,,"Mumbai, Maharashtra, India","Mumbai, Maharashtra, India",,,Corporate,B2C|B2B,,,https://www.linkedin.com/company/landmark-insurance-brokers-pvt-ltd,https://www.policyboss.com,Insurance | 1k-5k Employees | 20 years old | Mumbai +29 more,192,977,6,10,19
TrueBlue,2002 (21 yrs old),Private,51-200,5k-10k,"Tacoma,Washington, United States",,,,Foreign MNC,B2B,,,https://www.linkedin.com/company/trueblue-inc-,http://www.trueblue.com,Recruitment | 51-200 Employees | 21 years old | Tacoma +3 more,192,1.5k,13,--,21
The Sparks Foundation,2016 (7 yrs old),,1k-5k,,Singapore,,,,,,,,,http://thesparksfoundation.in/,Education & Training | 1k-5k Employees | 7 years old | Singapore +15 more,192,266,13,--,13
Talwalkars Better value Fitness,1932 (91 yrs old),Public,201-500,1k-5k,"Mumbai, Maharashtra, India",,,,Corporate,B2C,,,https://www.linkedin.com/company/talwalkars-better-value-fitness-limited,http://www.talwalkars.net,Fitness & Wellness | 201-500 Employees | Public | 91 years old | Mumbai +54 more,192,623,5,--,35
PSA AVTEC Powertrain,2017 (6 yrs old),,51-200,,"Hosur, India","Hosur, India",,,,,,,,http://www.psa-avtec.com/,Auto Components | 51-200 Employees | 6 years old | Hosur +7 more,192,1.2k,11,--,20
Amentum,,,51-200,,,,,,,,,,,https://www.amentum.com/,Defence & Aerospace | 51-200 Employees | Bengaluru/Bangalore +22 more,192,230,6,6,31
Javi Systems,2007 (16 yrs old),Private,201-500,,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,Product|Service|B2B,,,,http://www.javisystems.com,IT Services & Consulting | 201-500 Employees | 16 years old | Bangalore/Bengaluru +34 more,191,728,5,--,17
Billabong High International School,2009 (14 yrs old),Public,51-200,201-500,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,B2C,,,,http://www.billabonghigh.mv,Education & Training | 51-200 Employees | Public | 14 years old | Noida +18 more,191,757,7,1,33
Jacobs,,,,,,,,,,,,,,https://www.jacobs.com/,Navi Mumbai +17 more,191,835,11,1,1
Avantor,1904 (119 yrs old),Public,1k-5k,10k-50k,"Radnor Township, Pennsylvania, United States",,Michael Stubblefield,,Foreign MNC,B2C|B2B,recruiting@avantorsciences.com,,https://www.facebook.com/avantoramea/|https://www.linkedin.com/showcase/avantor-amea/|https://twitter.com/avantor_news|https://www.youtube.com/avantorinc/videos,http://www.avantorsciences.com,Biotechnology | 1k-5k Employees | Public | 119 years old | Radnor Township +20 more,191,1.7k,16,29,25
ITCONS e-Solutions,2007 (16 yrs old),Private,1k-5k,1k-5k,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,Service|B2B,,,,http://www.itconsesolutions.com,IT Services & Consulting | 1k-5k Employees | 16 years old | Noida +58 more,191,565,10,8,17
InKnowTech,2002 (21 yrs old),Private,201-500,501-1k,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,Service|B2B,,,https://www.linkedin.com/company/inknowtech-pvt-ltd|https://twitter.com/inknowtech,https://inknowtech.com/,IT Services & Consulting | 201-500 Employees | 21 years old | Bangalore/Bengaluru +23 more,191,1.5k,11,1,18
Fingent,2003 (20 yrs old),Private,201-500,501-1k,"New York, New York, United States (USA)",Kochi,Varghese Samuel (Sam),,Foreign MNC,Service|Innovation Labs|B2B,,,https://www.facebook.com/Fingent|https://www.linkedin.com/company/fingent-technologies|https://twitter.com/fingent,https://www.fingent.com/,Software Product | 201-500 Employees | 20 years old | New York +3 more,191,748,14,29,107
Sears Holdings,2009 (14 yrs old),Private,501-1k,50k-1 Lakh,"Hoffman Estates, Illinois, United States (USA)",,,,Foreign MNC,B2C,,,,https://searsholdings.com/,Retail | 501-1k Employees | Forbes Global 2000 | 14 years old | Hoffman Estates +7 more,191,1.9k,5,--,21
Autometers Alliance,1959 (64 yrs old),Private,501-1k,501-1k,"Noida, Uttar Pradesh, India","Noida, Uttar Pradesh, India",,,Corporate,Product|B2C|B2B,,,,http://www.autometers.com/,Electronics Manufacturing | 501-1k Employees | 64 years old | Noida +11 more,191,1k,12,--,28
Kusum Healthcare,1997 (26 yrs old),Private,501-1k,1k-5k,"Delhi/NCR, Delhi, India",Bhiwadi|New Delhi,,,Corporate,Product|B2B,,,https://www.facebook.com/TheKusumGroup|https://www.linkedin.com/company/kusum-group|https://twitter.com/kusumgroup|https://www.youtube.com/kusumgroupofcompanies6923|https://www.instagram.com/thekusumgroup/,http://kusumhealthcare.com,Pharma | 501-1k Employees | 26 years old | Delhi/NCR +6 more,191,1.1k,4,--,39
Liberty Shoes,1954 (69 yrs old),Public,51-200,1k-5k,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Corporate,B2C|B2B,,,https://www.facebook.com/libertyshoes|https://www.linkedin.com/company/liberty-shoes-limited|https://twitter.com/LibertyShoesLtd,http://libertyshoes.com,Fashion & Textile | 51-200 Employees | Public | 69 years old | Gurgaon/Gurugram +37 more,191,922,6,--,17
TATA Advanced Materials,1990 (33 yrs old),Public,501-1k,,"Bangalore/Bengaluru, Karnataka, India","Bangalore/Bengaluru, Karnataka, India",,,Corporate,B2B,,,https://www.linkedin.com/company/tata-advanced-materials-ltd,http://www.tamlindia.com/,Defence & Aerospace | 501-1k Employees | Public | 33 years old | Bangalore/Bengaluru +2 more,191,930,5,--,31
LiquidHub,2001 (22 yrs old),Private,1k-5k,1k-5k,"Wayne, United States (USA)",,,,Foreign MNC,Service|B2B,,,,https://www.capgemini.com,IT Services & Consulting | 1k-5k Employees | 22 years old | Wayne +8 more,191,1.5k,11,--,32
SYSTRA,1957 (66 yrs old),Public,1k-5k,1k-5k,"Paris, France",,,,,,,,https://www.facebook.com/SYSTRA,http://www.systra.com,Urban Transport | 1k-5k Employees | Public | 66 years old | Paris +35 more,191,958,13,--,22
Sentiss Pharma,1990 (33 yrs old),Private,501-1k,501-1k,"Gurgaon/Gurugram, Haryana, India","Gurgaon/Gurugram, Haryana, India",,,Indian MNC,B2B,,,,http://www.sentisspharma.com/,Healthcare | 501-1k Employees | 33 years old | Gurgaon/Gurugram +14 more,191,1.1k,5,22,34
Cliantha Research,2004 (19 yrs old),Public,501-1k,,"Ahmedabad, Gujrat, India",,,,Corporate,B2B,,,,http://www.cliantha.com,Clinical Research | 501-1k Employees | Public | 19 years old | Ahmedabad +8 more,191,1.1k,11,2,29
Webkul Software,2010 (13 yrs old),Private,501-1k,,"Noida, Uttar Pradesh, India",Noida,,,Indian MNC,Service|B2B,jobs@webkul.com,9870284067.0,https://www.linkedin.com/company/webkul|https://twitter.com/webkul,https://webkul.com,IT Services & Consulting | 501-1k Employees | 13 years old | Noida +6 more,191,1.2k,24,32,38
